pdfsize,metadata size,pages,xref Length,title characters,isEncrypted,embedded files,images,header,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,encrypt,ObjStm,JS,Javascript,AA,OpenAction,Acroform,JBIG2Decode,RichMedia,launch,EmbeddedFile,XFA,Colors,text_-1,text_0,text_1
405,303,2,178,0,0,0,1,14,112,52,52,1,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
