pdfsize,metadata size,pages,xref Length,title characters,isEncrypted,embedded files,images,text,header,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,encrypt,ObjStm,JS,Javascript,AA,OpenAction,Acroform,JBIG2Decode,RichMedia,launch,EmbeddedFile,XFA,Colors
405,303,2,178,0,0,0,1,Yes,%PDF-1.7,36,31,31,0,0,2,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0
