pdfsize,metadata size,pages,xref Length,title characters,isEncrypted,embedded files,images,header,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,encrypt,ObjStm,JS,Javascript,AA,OpenAction,Acroform,JBIG2Decode,RichMedia,launch,EmbeddedFile,XFA,Colors,text_-1,text_0,text_1
402.0,437.0,4.0,1296.0,32.0,0.0,0.0,0.0,14.0,63.0,63.0,17.0,17.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
